Wavelength [nm]	Absorbance/Fluorescence	Baseline counts	Sample counts
544,401123	0,165626	615,000000	420,000000
544,602112	0,164211	613,000000	420,000000
544,803101	0,166284	613,000000	418,000000
545,004089	0,168367	613,000000	416,000000
545,205078	0,169751	612,000000	414,000000
545,406067	0,171854	612,000000	412,000000
545,607056	0,172199	611,000000	411,000000
545,808044	0,176447	611,000000	407,000000
546,009033	0,177162	609,000000	405,000000
546,210022	0,180759	608,000000	401,000000
546,411011	0,185113	608,000000	397,000000
546,612000	0,188407	608,000000	394,000000
546,812988	0,193239	607,000000	389,000000
547,013977	0,198141	606,000000	384,000000
547,214966	0,201972	605,000000	380,000000
547,415955	0,208884	605,000000	374,000000
547,616943	0,215189	604,000000	368,000000
547,817932	0,227154	604,000000	358,000000
548,018921	0,235528	602,000000	350,000000
548,219910	0,245570	602,000000	342,000000
548,420898	0,255128	601,000000	334,000000
548,621887	0,262277	600,000000	328,000000
548,822876	0,272277	599,000000	320,000000
549,023865	0,279772	598,000000	314,000000
549,224854	0,283214	597,000000	311,000000
549,425842	0,286696	596,000000	308,000000
549,626831	0,286696	596,000000	308,000000
549,827820	0,287379	595,000000	307,000000
550,028809	0,282425	594,000000	310,000000
550,229797	0,280294	593,000000	311,000000
550,430786	0,274011	592,000000	315,000000
550,631775	0,267797	591,000000	319,000000
550,832764	0,258370	591,000000	326,000000
551,033752	0,249714	590,000000	332,000000
551,234741	0,241199	589,000000	338,000000
551,435730	0,233557	589,000000	344,000000
551,636719	0,222835	588,000000	352,000000
551,837708	0,213544	587,000000	359,000000
552,038696	0,206796	586,000000	364,000000
552,239685	0,200129	585,000000	369,000000
552,440674	0,194704	584,000000	373,000000
552,641663	0,194704	584,000000	373,000000
552,842651	0,196295	583,000000	371,000000
553,043640	0,197467	583,000000	370,000000
553,244629	0,203075	581,000000	364,000000
553,445618	0,208334	580,000000	359,000000
553,646606	0,216885	580,000000	352,000000
553,847595	0,224109	578,000000	345,000000
554,048584	0,233546	577,000000	337,000000
554,249573	0,242662	577,000000	330,000000
554,450562	0,254518	575,000000	320,000000
554,651550	0,264123	575,000000	313,000000
554,852539	0,273190	574,000000	306,000000
555,053528	0,283938	573,000000	298,000000
555,254517	0,292013	572,000000	292,000000
555,455505	0,300270	571,000000	286,000000
555,656494	0,311830	570,000000	278,000000
555,857483	0,322906	570,000000	271,000000
556,058472	0,328601	569,000000	267,000000
556,259460	0,336047	568,000000	262,000000
556,460449	0,340283	567,000000	259,000000
556,661438	0,344576	566,000000	256,000000
556,862427	0,343039	564,000000	256,000000
557,063416	0,342268	563,000000	256,000000
557,264404	0,335535	563,000000	260,000000
557,465393	0,325717	561,000000	265,000000
557,666382	0,315219	560,000000	271,000000
557,867371	0,301030	560,000000	280,000000
558,068359	0,281251	558,000000	292,000000
558,269348	0,264413	557,000000	303,000000
558,470337	0,250311	557,000000	313,000000
558,671326	0,234530	556,000000	324,000000
558,872314	0,217170	554,000000	336,000000
559,073303	0,204434	554,000000	346,000000
559,274292	0,195396	552,000000	352,000000
559,475281	0,186057	551,000000	359,000000
559,676270	0,181654	550,000000	362,000000
559,877258	0,177279	549,000000	365,000000
560,078247	0,172933	548,000000	368,000000
560,279236	0,174506	547,000000	366,000000
560,480225	0,173712	546,000000	366,000000
560,681213	0,177286	546,000000	363,000000
560,882202	0,180094	545,000000	360,000000
561,083191	0,182931	544,000000	357,000000
561,284180	0,184571	543,000000	355,000000
561,485168	0,186225	542,000000	353,000000
561,686157	0,189129	541,000000	350,000000
561,887146	0,191259	539,000000	347,000000
562,088135	0,192513	539,000000	346,000000
562,289124	0,191706	538,000000	346,000000
562,490112	0,192155	537,000000	345,000000
562,691101	0,186775	535,000000	348,000000
562,892090	0,184286	535,000000	350,000000
563,093079	0,179767	534,000000	353,000000
563,294067	0,172029	532,000000	358,000000
563,495056	0,166386	531,000000	362,000000
563,696045	0,158068	531,000000	369,000000
563,897034	0,151747	529,000000	373,000000
564,098022	0,143995	528,000000	379,000000
564,299011	0,137479	527,000000	384,000000
564,500000	0,129921	526,000000	390,000000
564,700989	0,122464	525,000000	396,000000
564,901978	0,114026	524,000000	403,000000
565,102966	0,107010	522,000000	408,000000
565,303955	0,102773	522,000000	412,000000
565,504944	0,097744	521,000000	416,000000
565,705933	0,091918	519,000000	420,000000
565,906921	0,087989	518,000000	423,000000
566,107910	0,086125	517,000000	424,000000
566,308899	0,081379	515,000000	427,000000
566,509888	0,081379	515,000000	427,000000
566,710876	0,080535	514,000000	427,000000
566,911865	0,076813	512,000000	429,000000
567,112854	0,074952	511,000000	430,000000
567,313843	0,075274	509,000000	428,000000
567,514832	0,074260	509,000000	429,000000
567,715820	0,073406	508,000000	429,000000
567,916809	0,072551	507,000000	429,000000
568,117798	0,072707	506,000000	428,000000
568,318787	0,072003	504,000000	427,000000
568,519775	0,071140	503,000000	427,000000
568,720764	0,070276	502,000000	427,000000
568,921753	0,070428	501,000000	426,000000
569,122742	0,070581	500,000000	425,000000
569,323730	0,068840	498,000000	425,000000
569,524719	0,068991	497,000000	424,000000
569,725708	0,068116	496,000000	424,000000
569,926636	0,067387	494,000000	423,000000
570,127625	0,067387	494,000000	423,000000
570,328613	0,066507	493,000000	423,000000
570,529602	0,067683	492,000000	421,000000
570,730591	0,064884	490,000000	422,000000
570,931580	0,069020	490,000000	418,000000
571,132568	0,067095	489,000000	419,000000
571,333557	0,066206	488,000000	419,000000
571,534546	0,065460	486,000000	418,000000
571,735535	0,065460	486,000000	418,000000
571,936523	0,065606	485,000000	417,000000
572,137512	0,066797	484,000000	415,000000
572,338501	0,063954	482,000000	416,000000
572,539490	0,064097	481,000000	415,000000
572,740479	0,063193	480,000000	415,000000
572,941467	0,063335	479,000000	414,000000
573,142456	0,062568	477,000000	413,000000
573,343445	0,061657	476,000000	413,000000
573,544434	0,061657	476,000000	413,000000
573,745422	0,060881	474,000000	412,000000
573,946411	0,061019	473,000000	411,000000
574,147400	0,061158	472,000000	410,000000
574,348389	0,060375	470,000000	409,000000
574,549377	0,059450	469,000000	409,000000
574,750366	0,059450	469,000000	409,000000
574,951355	0,058657	467,000000	408,000000
575,152344	0,058792	466,000000	407,000000
575,353333	0,059998	465,000000	405,000000
575,554321	0,059063	464,000000	405,000000
575,755310	0,060276	463,000000	403,000000
575,956299	0,060416	462,000000	402,000000
576,157288	0,059475	461,000000	402,000000
576,358276	0,057587	459,000000	402,000000
576,559265	0,057721	458,000000	401,000000
576,760254	0,060033	457,000000	398,000000
576,961243	0,057992	456,000000	399,000000
577,162231	0,057039	455,000000	399,000000
577,363220	0,057308	453,000000	397,000000
577,564209	0,058403	453,000000	396,000000
577,765198	0,056481	451,000000	396,000000
577,966187	0,055649	449,000000	395,000000
578,167175	0,056750	449,000000	394,000000
578,368164	0,056885	448,000000	393,000000
578,569153	0,058270	446,000000	390,000000
578,770142	0,056183	445,000000	391,000000
578,971130	0,056318	444,000000	390,000000
579,172119	0,056454	443,000000	389,000000
579,373108	0,057711	442,000000	387,000000
579,574097	0,056865	440,000000	386,000000
579,775085	0,055877	439,000000	386,000000
579,976074	0,056013	438,000000	385,000000
580,177063	0,055021	437,000000	385,000000
580,378052	0,053029	435,000000	385,000000
580,579041	0,055426	434,000000	382,000000
580,780029	0,055563	433,000000	381,000000
580,981018	0,053420	432,000000	382,000000
581,182007	0,053552	431,000000	381,000000
581,382996	0,054965	429,000000	378,000000
581,583984	0,052805	428,000000	379,000000
581,784973	0,054087	427,000000	377,000000
581,985962	0,055378	426,000000	375,000000
582,186951	0,054358	425,000000	375,000000
582,387939	0,056680	425,000000	373,000000
582,588928	0,054632	423,000000	373,000000
582,789917	0,053604	422,000000	373,000000
582,990906	0,053875	420,000000	371,000000
583,191895	0,056223	420,000000	369,000000
583,392883	0,054150	418,000000	369,000000
583,593872	0,053246	416,000000	368,000000
583,794861	0,053382	415,000000	367,000000
583,995850	0,053519	414,000000	366,000000
584,196838	0,054849	413,000000	364,000000
584,397827	0,056189	412,000000	362,000000
584,598816	0,056335	411,000000	361,000000
584,799805	0,055421	409,000000	360,000000
585,000793	0,055421	409,000000	360,000000
585,201782	0,055711	407,000000	358,000000
585,402771	0,057076	406,000000	356,000000
585,603760	0,054931	404,000000	356,000000
585,804749	0,054931	404,000000	356,000000
586,005737	0,055370	401,000000	353,000000
586,206726	0,051832	400,000000	355,000000
586,407715	0,054430	399,000000	352,000000
586,608704	0,054576	398,000000	351,000000
586,809692	0,055965	397,000000	349,000000
587,010681	0,054870	396,000000	349,000000
587,211670	0,055018	395,000000	348,000000
587,412659	0,055316	393,000000	346,000000
587,613647	0,054210	392,000000	346,000000
587,814636	0,053246	390,000000	345,000000
588,015625	0,053391	389,000000	344,000000
588,216614	0,054806	388,000000	342,000000
588,417603	0,053685	387,000000	342,000000
588,618591	0,055108	386,000000	340,000000
588,819580	0,056544	385,000000	338,000000
589,020569	0,056859	383,000000	336,000000
589,221558	0,057019	382,000000	335,000000
589,422546	0,057179	381,000000	334,000000
589,623535	0,056037	380,000000	334,000000
589,824524	0,054893	379,000000	334,000000
590,025513	0,053897	377,000000	333,000000
590,226501	0,055360	376,000000	331,000000
590,427490	0,054203	375,000000	331,000000
590,628479	0,055676	374,000000	329,000000
590,829468	0,055835	373,000000	328,000000
591,030457	0,055995	372,000000	327,000000
591,231445	0,057491	371,000000	325,000000
591,432434	0,054984	370,000000	326,000000
591,633423	0,053809	369,000000	326,000000
591,834412	0,055464	367,000000	323,000000
592,035400	0,055625	366,000000	322,000000
592,236389	0,054437	365,000000	322,000000
592,437378	0,055951	364,000000	320,000000
592,638367	0,056116	363,000000	319,000000
592,839355	0,055080	361,000000	318,000000
593,040344	0,055243	360,000000	317,000000
593,241333	0,054196	358,000000	316,000000
593,442322	0,054358	357,000000	315,000000
593,643311	0,053299	355,000000	314,000000
593,844299	0,052074	354,000000	314,000000
594,045288	0,055014	353,000000	311,000000
594,246277	0,052388	352,000000	312,000000
594,447266	0,052547	351,000000	311,000000
594,648254	0,051464	349,000000	310,000000
594,849243	0,053029	348,000000	308,000000
595,050232	0,050371	347,000000	309,000000
595,251221	0,051938	346,000000	307,000000
595,452209	0,050681	345,000000	307,000000
595,653198	0,049573	343,000000	306,000000
595,854187	0,051153	342,000000	304,000000
596,055176	0,048455	341,000000	305,000000
596,256165	0,050036	340,000000	303,000000
596,457153	0,047474	338,000000	303,000000
596,658142	0,049063	337,000000	301,000000
596,859131	0,050668	336,000000	299,000000
597,060120	0,047924	335,000000	300,000000
597,261108	0,048075	334,000000	299,000000
597,462097	0,049688	333,000000	297,000000
597,663086	0,051316	332,000000	295,000000
597,864075	0,047222	330,000000	296,000000
598,065063	0,047374	329,000000	295,000000
598,266052	0,047527	328,000000	294,000000
598,467041	0,049165	327,000000	292,000000
598,668030	0,047835	326,000000	292,000000
598,869019	0,047990	325,000000	291,000000
599,070007	0,046652	324,000000	291,000000
599,270996	0,046958	322,000000	289,000000
599,471985	0,047113	321,000000	288,000000
599,672974	0,047268	320,000000	287,000000
599,873962	0,046061	318,000000	286,000000
600,074951	0,046214	317,000000	285,000000
