Wavelength [nm]	Absorbance/Fluorescence	Baseline counts	Sample counts
588,618591	0,361278	386,000000	168,000000
588,819580	0,357574	385,000000	169,000000
589,020569	0,357890	383,000000	168,000000
589,221558	0,356754	382,000000	168,000000
589,422546	0,355616	381,000000	168,000000
589,623535	0,357067	380,000000	167,000000
589,824524	0,355923	379,000000	167,000000
590,025513	0,356233	377,000000	166,000000
590,226501	0,355080	376,000000	166,000000
590,427490	0,356547	375,000000	165,000000
590,628479	0,355388	374,000000	165,000000
590,829468	0,356865	373,000000	164,000000
591,030457	0,355699	372,000000	164,000000
591,231445	0,357186	371,000000	163,000000
591,432434	0,358687	370,000000	162,000000
591,633423	0,357511	369,000000	162,000000
591,834412	0,355151	367,000000	162,000000
592,035400	0,356655	366,000000	161,000000
592,236389	0,355467	365,000000	161,000000
592,437378	0,354275	364,000000	161,000000
592,638367	0,355787	363,000000	160,000000
592,839355	0,353387	361,000000	160,000000
593,040344	0,354905	360,000000	159,000000
593,241333	0,355226	358,000000	158,000000
593,442322	0,354011	357,000000	158,000000
593,643311	0,351571	355,000000	158,000000
593,844299	0,353104	354,000000	157,000000
594,045288	0,351875	353,000000	157,000000
594,246277	0,350643	352,000000	157,000000
594,447266	0,352183	351,000000	156,000000
594,648254	0,349701	349,000000	156,000000
594,849243	0,348455	348,000000	156,000000
595,050232	0,347205	347,000000	156,000000
595,251221	0,348744	346,000000	155,000000
595,452209	0,350298	345,000000	154,000000
595,653198	0,347773	343,000000	154,000000
595,854187	0,346505	342,000000	154,000000
596,055176	0,345234	341,000000	154,000000
596,256165	0,343958	340,000000	154,000000
596,457153	0,344225	338,000000	153,000000
596,658142	0,342938	337,000000	153,000000
596,859131	0,341648	336,000000	153,000000
597,060120	0,340353	335,000000	153,000000
597,261108	0,339055	334,000000	153,000000
597,462097	0,340601	333,000000	152,000000
597,663086	0,339294	332,000000	152,000000
597,864075	0,339537	330,000000	151,000000
598,065063	0,338219	329,000000	151,000000
598,266052	0,339783	328,000000	150,000000
598,467041	0,338456	327,000000	150,000000
598,668030	0,337126	326,000000	150,000000
598,869019	0,338697	325,000000	149,000000
599,070007	0,337359	324,000000	149,000000
599,270996	0,337594	322,000000	148,000000
599,471985	0,336243	321,000000	148,000000
599,672974	0,337833	320,000000	147,000000
599,873962	0,335110	318,000000	147,000000
600,074951	0,333742	317,000000	147,000000
